0.039556,0.116860,-0.086631
0.039556,0.116860,-0.086631
0.039556,0.116860,-0.086631
0.039556,0.116860,-0.086631
0.039556,0.116860,-0.086631
0.039556,0.116860,-0.086631
0.039556,0.116860,-0.086631
0.039556,0.116860,-0.086631
0.039556,0.116860,-0.086631
0.039556,0.116860,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.123818,-0.073325
0.032476,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,-0.044028
0.036382,0.116006,0.018472
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.036626,0.088296,-0.004966
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.012124
0.040776,0.060708,0.043374
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,0.004189,0.043008
0.040654,-0.027061,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.038291,-0.017905
0.034917,-0.069541,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.002070,-0.067832,-0.092979
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.216514,-0.089561
-0.090083,-0.529014,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.099971,-0.508872,-0.073447
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.414023,-0.441123
-0.348506,-0.226523,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,-0.222983,-1.061484
-0.431270,0.120767,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-1.276694
-0.488521,0.140054,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.884971
-0.482661,0.235757,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.384727
-0.381343,0.257607,-0.021689
-0.294429,0.344399,-0.021689
-0.294429,0.344399,-0.021689
-0.294429,0.344399,-0.021689
-0.294429,0.344399,-0.021689
-0.294429,0.344399,-0.021689
-0.294429,0.344399,-0.021689
-0.294429,0.344399,-0.021689
-0.294429,0.344399,-0.021689
-0.294429,0.344399,-0.021689
-0.294429,0.344399,-0.021689
-0.294429,0.344399,-0.021689
